iso,country,date,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,total_cases,fatalities,total_cases_1m,fatalitis_1m,pib,health_system_efficiency
GB,United Kingdom,2020-04-05,-41.018,-28.556,14.842,-81.942,-70.423,-53.626,48436,4943,729.067494737381,74.4029363796943,2828833,0.925
ID,Indonesia,2020-02-23,-1.204,-4.647,1.248,-1.959,-4.299,3.496,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-24,-3.135,-3.995,1.026,-2.449,-1.405,3.663,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-25,-2.054,-5.537,2.788,-5.366,-6.326,-2.249,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-26,-0.846,-3.313,0.359,-1.975,0.093,2.985,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-27,1.86,-2.663,0.412,0.251,2.38,3.994,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-28,2.793,-5.428,0.528,0.869,3.365,5.239,0,0,0,0,1022454,0.66
ID,Indonesia,2020-02-29,5.782,-6.891,-0.174,2.219,4.1,5.755,0,0,0,0,1022454,0.66
ID,Indonesia,2020-03-01,5.181,-8.158,0.746,1.284,0.199,2.947,0,0,0,0,1022454,0.66
ID,Indonesia,2020-03-02,12.08,-0.219,-0.324,5.397,2.764,4.937,2,0,0.007493109149498,0,1022454,0.66
ID,Indonesia,2020-03-03,9.789,-2.15,0.314,2.813,1.556,4.807,2,0,0.007493109149498,0,1022454,0.66
ID,Indonesia,2020-03-04,3.675,-4.753,1.103,0.154,-0.863,4.155,2,0,0.007493109149498,0,1022454,0.66
ID,Indonesia,2020-03-05,7.835,-1.368,0.474,3.521,3.309,4.239,2,0,0.007493109149498,0,1022454,0.66
ID,Indonesia,2020-03-06,3.682,-3.295,0.574,2.425,3.058,6.429,4,0,0.014986218298997,0,1022454,0.66
ID,Indonesia,2020-03-07,5.959,-4.401,0.253,2.765,2.714,5.555,4,0,0.014986218298997,0,1022454,0.66
ID,Indonesia,2020-03-08,4.412,-3.754,1.082,1.171,-1.463,3.823,6,0,0.022479327448495,0,1022454,0.66
ID,Indonesia,2020-03-09,3.478,-1.049,0.785,2.4,0.71,4.534,19,0,0.071184536920235,0,1022454,0.66
ID,Indonesia,2020-03-10,5.887,2.022,0.637,3.389,1.392,3.903,27,0,0.101156973518228,0,1022454,0.66
ID,Indonesia,2020-03-11,4.715,2.344,0.586,3.202,0.783,3.741,34,1,0.127382855541473,0.003746554574749,1022454,0.66
ID,Indonesia,2020-03-12,3.137,0.186,0.815,2.174,0.63,3.679,34,1,0.127382855541473,0.003746554574749,1022454,0.66
ID,Indonesia,2020-03-13,2.668,-2.416,0.684,2.112,1.006,5.569,69,4,0.258512265657694,0.014986218298997,1022454,0.66
ID,Indonesia,2020-03-14,3.194,-6.364,1.266,-2.149,-5.272,5.45,96,5,0.359669239175923,0.018732772873746,1022454,0.66
ID,Indonesia,2020-03-15,3.439,-11.775,2.855,-7.285,-12.124,4.124,117,5,0.438346885245656,0.018732772873746,1022454,0.66
ID,Indonesia,2020-03-16,1.62,-8.304,5.087,-6.504,-12.459,-7.628,134,5,0.502038313016392,0.018732772873746,1022454,0.66
ID,Indonesia,2020-03-17,1.34,-10.39,6.143,-8.687,-16.408,-12.939,172,5,0.644407386856862,0.018732772873746,1022454,0.66
ID,Indonesia,2020-03-18,0.092,-11.704,7.694,-10.787,-21.189,-15.888,227,19,0.850467888468068,0.071184536920235,1022454,0.66
ID,Indonesia,2020-03-19,-5.155,-16.568,8.843,-15.891,-26.36,-17.389,311,25,1.165178472747,0.09366386436873,1022454,0.66
ID,Indonesia,2020-03-20,-6.909,-21.095,10.093,-19.178,-31.336,-18.266,369,32,1.38247863808245,0.119889746391974,1022454,0.66
ID,Indonesia,2020-03-21,-5.462,-29.565,8.66,-22.551,-33.103,-10.623,450,38,1.68594955863714,0.142369073840469,1022454,0.66
ID,Indonesia,2020-03-22,-14.751,-38.89,10.4,-32.451,-42.42,-6.825,514,48,1.92572905142109,0.179834619587961,1022454,0.66
ID,Indonesia,2020-03-23,-12.496,-24.771,12.929,-26.738,-41.229,-26.86,579,49,2.16925509877978,0.183581174162711,1022454,0.66
ID,Indonesia,2020-03-24,-10.638,-26.244,13.3,-29.408,-41.611,-31.233,686,55,2.57013643827795,0.206060501611206,1022454,0.66
ID,Indonesia,2020-03-25,-20.051,-30.514,21.26,-38.18,-52.365,-59.449,790,58,2.95977811405186,0.217300165335453,1022454,0.66
ID,Indonesia,2020-03-26,-16.578,-29.819,14.94,-34.008,-46.171,-33.501,893,78,3.34567323525103,0.292231256830437,1022454,0.66
ID,Indonesia,2020-03-27,-16.624,-34.397,16.011,-35.796,-49.29,-32.631,1046,87,3.91889608518766,0.32595024800318,1022454,0.66
ID,Indonesia,2020-03-28,-20.031,-46.044,14.674,-41.695,-49.914,-23.41,1155,102,4.32727053383532,0.382148566624418,1022454,0.66
ID,Indonesia,2020-03-29,-27.01,-52.354,15.02,-47.24,-54.465,-15.389,1285,114,4.81432262855272,0.427107221521408,1022454,0.66
ID,Indonesia,2020-03-30,-19.823,-32.246,15.918,-35.908,-50.707,-33.937,1414,122,5.29762816869536,0.457079658119402,1022454,0.66
ID,Indonesia,2020-03-31,-16.031,-31.588,15.327,-35.15,-49.151,-34.907,1528,136,5.72473539021677,0.509531422165891,1022454,0.66
ID,Indonesia,2020-04-01,-10.128,-28.326,14.795,-31.34,-49.024,-34.929,1677,157,6.2829720218544,0.588209068235624,1022454,0.66
ID,Indonesia,2020-04-02,-12.84,-29.469,15.684,-32.535,-50.384,-35.4,1790,170,6.70633268880106,0.636914277707363,1022454,0.66
ID,Indonesia,2020-04-03,-17.418,-34.179,16.539,-35.159,-53.361,-34.015,1986,181,7.4406573854519,0.678126378029605,1022454,0.66
ID,Indonesia,2020-04-04,-20.365,-45.034,14.698,-39.971,-54.223,-25.454,2092,191,7.83779217037532,0.715591923777096,1022454,0.66
ID,Indonesia,2020-04-05,-23.667,-49.528,14.354,-43.438,-57.611,-16.689,2273,198,8.51591854840492,0.741817805800341,1022454,0.66
IN,India,2020-02-23,-1.192,0.717,0.969,-2.077,-0.484,2.213,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-24,0.036,2.103,0.189,-1.264,0.882,4.271,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-25,-1.737,2.65,0.128,-0.691,1.087,1.055,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-26,-0.197,1.497,-0.683,0.358,2.629,3.25,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-27,-0.699,3.362,-0.205,-0.678,0.97,3.596,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-28,1.423,3.224,0.039,0.287,1.49,4.656,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-02-29,-0.78,-0.819,0.32,-1.767,0.247,7.707,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-03-01,3.565,0.657,0.752,0.967,0.347,3.381,3,0,0.00220286061938,0,2718732,0.617
IN,India,2020-03-02,2.476,2.754,0.162,-0.257,-0.047,4.848,5,0,0.003671434365634,0,2718732,0.617
IN,India,2020-03-03,1.799,2.918,0.082,-0.75,0.34,3.572,5,0,0.003671434365634,0,2718732,0.617
IN,India,2020-03-04,5.344,0.892,0.001,0.456,2.705,6.921,28,0,0.02056003244755,0,2718732,0.617
IN,India,2020-03-05,2.983,2.627,0.362,-0.729,1.772,4.969,30,0,0.022028606193803,0,2718732,0.617
IN,India,2020-03-06,2.058,-0.322,1.008,-1.308,2.624,4.825,31,0,0.02276289306693,0,2718732,0.617
IN,India,2020-03-07,5.812,1.78,0.112,0.24,4.909,6.876,34,0,0.02496575368631,0,2718732,0.617
IN,India,2020-03-08,8.745,1.71,0.2,2.16,3.201,6.03,39,0,0.028637188051944,0,2718732,0.617
IN,India,2020-03-09,5.905,4.058,3.498,-1.361,-6.067,-12.394,43,0,0.031574335544451,0,2718732,0.617
IN,India,2020-03-10,-22.915,-3.624,11.229,-19.005,-22.172,-43.88,56,0,0.041120064895099,0,2718732,0.617
IN,India,2020-03-11,-1.171,-1.798,0.727,-5.18,-0.845,-5.349,62,1,0.04552578613386,0.000734286873127,2718732,0.617
IN,India,2020-03-12,0.572,1.889,0.105,-3.315,-0.46,-0.364,73,1,0.053602941738254,0.000734286873127,2718732,0.617
IN,India,2020-03-13,1.433,-0.126,1.107,-4.978,-1.971,0.354,82,2,0.060211523596395,0.001468573746254,2718732,0.617
IN,India,2020-03-14,-2.517,-5.592,3.64,-10.598,-7.764,-5.534,102,2,0.07489726105893,0.001468573746254,2718732,0.617
IN,India,2020-03-15,-0.894,-6.498,2.6,-11.093,-6.608,1.664,113,2,0.082974416663325,0.001468573746254,2718732,0.617
IN,India,2020-03-16,1.561,-1.478,2.714,-7.599,-5.834,-3.938,119,2,0.087380137902085,0.001468573746254,2718732,0.617
IN,India,2020-03-17,0.272,-2.16,3.142,-10.512,-8.524,-8.356,142,3,0.104268735984001,0.00220286061938,2718732,0.617
IN,India,2020-03-18,1.449,-5.868,3.858,-11.895,-9.969,-7.61,156,3,0.114548752207776,0.00220286061938,2718732,0.617
IN,India,2020-03-19,1.126,-6.891,4.914,-15.786,-14.009,-11.143,194,4,0.142451653386593,0.002937147492507,2718732,0.617
IN,India,2020-03-20,0.914,-12.683,6.984,-22.318,-18.195,-14.866,244,5,0.179165997042931,0.003671434365634,2718732,0.617
IN,India,2020-03-21,-4.04,-22.68,8.271,-33.737,-25.235,-17.765,330,4,0.242314668131833,0.002937147492507,2718732,0.617
IN,India,2020-03-22,-76.363,-57.624,21.371,-78.074,-69.511,-49.251,396,7,0.2907776017582,0.005140008111887,2718732,0.617
IN,India,2020-03-23,-27.006,-35.079,19.905,-54.169,-52.194,-50.413,499,10,0.366409149690257,0.007342868731268,2718732,0.617
IN,India,2020-03-24,-47.76,-44.487,25.194,-67.533,-63.67,-64.912,536,10,0.393577763995947,0.007342868731268,2718732,0.617
IN,India,2020-03-25,-64.123,-52.799,30.267,-76.904,-73.23,-71.834,657,12,0.482426475644286,0.008811442477521,2718732,0.617
IN,India,2020-03-26,-63.799,-50.977,29.981,-76.438,-73.147,-70.256,727,20,0.53382655676316,0.014685737462535,2718732,0.617
IN,India,2020-03-27,-63.591,-51.872,30.885,-76.733,-73.294,-69.78,887,20,0.651312456463443,0.014685737462535,2718732,0.617
IN,India,2020-03-28,-65.2,-54.355,29.099,-77.923,-73.296,-65.786,987,24,0.72474114377612,0.017622884955043,2718732,0.617
IN,India,2020-03-29,-65.287,-56.524,21.993,-77.059,-71.299,-46.674,1024,27,0.75190975808181,0.019825745574423,2718732,0.617
IN,India,2020-03-30,-63.416,-51.189,30.121,-75.924,-73.761,-67.977,1251,32,0.918592878281586,0.023497179940057,2718732,0.617
IN,India,2020-03-31,-63.001,-50.224,28.717,-75.472,-72.72,-68.224,1397,35,1.02579876175809,0.025700040559437,2718732,0.617
IN,India,2020-04-01,-63.988,-51.969,29.34,-76.245,-73.006,-68.245,1998,58,1.46710517250728,0.042588638641353,2718732,0.617
IN,India,2020-04-02,-64.96,-51.245,30.213,-76.443,-73.576,-69.235,2543,72,1.86729151836137,0.052868654865127,2718732,0.617
IN,India,2020-04-03,-62.276,-50.525,29.823,-75.62,-72.616,-66.677,2567,72,1.88491440331641,0.052868654865127,2718732,0.617
IN,India,2020-04-04,-63.82,-53.44,27.834,-76.867,-72.652,-61.095,3082,86,2.2630721429767,0.063148671088902,2718732,0.617
IN,India,2020-04-05,-64.9,-56.07,21.094,-76.539,-71.191,-42.906,3588,99,2.63462130077884,0.07269440043955,2718732,0.617
IT,Italy,2020-02-23,16.073,23.071,-0.05,-5.313,5.661,1.037,155,3,2.57310430026819,0.049802018714868,2075856,0.991
IT,Italy,2020-02-24,23.017,21.999,4.054,-4.181,-14.71,-13.79,229,7,3.80155409523494,0.116204710334692,2075856,0.991
IT,Italy,2020-02-25,5.011,19.648,5.245,-5.959,-18.298,-15.092,322,10,5.34541667539585,0.166006729049561,2075856,0.991
IT,Italy,2020-02-26,-4.899,-5.877,5.696,-13.303,-22.778,-12.405,453,12,7.5201048259451,0.199208074859473,2075856,0.991
IT,Italy,2020-02-27,-2.81,-1.197,5.697,-9.615,-21.733,-11.853,655,17,10.8734407527462,0.282211439384253,2075856,0.991
IT,Italy,2020-02-28,-2.317,10.527,5.128,-7.997,-19.689,-11.739,888,21,14.741397539601,0.348614131004077,2075856,0.991
IT,Italy,2020-02-29,-2.056,2.293,3.385,-9.937,-16.064,-8.557,1128,29,18.7255590367904,0.481419514243726,2075856,0.991
IT,Italy,2020-03-01,-5.295,-29.793,4.26,-18.881,-25.69,-5.316,1694,34,28.1215399009956,0.564422878768506,2075856,0.991
IT,Italy,2020-03-02,-6.676,-26.105,4.976,-13.422,-24.525,-8.533,2036,52,33.7989700344905,0.863234991057715,2075856,0.991
IT,Italy,2020-03-03,-0.944,-8.655,4.282,-6.956,-20.696,-8.134,2502,79,41.5348836082001,1.31145315949153,2075856,0.991
IT,Italy,2020-03-04,0.669,7.897,3.904,-7.298,-18.791,-8.029,3089,107,51.2794786034093,1.7762720008303,2075856,0.991
IT,Italy,2020-03-05,0.409,-11.691,6.973,-12.297,-27.645,-15.805,3858,148,64.0453960673205,2.4568995899335,2075856,0.991
IT,Italy,2020-03-06,0.302,-7.762,7.755,-14.77,-28.523,-16.676,4636,197,76.9607195873763,3.27033256227635,2075856,0.991
IT,Italy,2020-03-07,1.21,1.881,6.014,-19.283,-23.886,-15.107,5883,233,97.6617586998566,3.86795678685476,2075856,0.991
IT,Italy,2020-03-08,2.563,1.224,5.999,-31.554,-26.989,-10.45,7375,366,122.429962674051,6.07584628321392,2075856,0.991
IT,Italy,2020-03-09,-0.819,-23.922,11.4,-30.044,-42.399,-23.842,9172,463,152.261371884257,7.68611155499466,2075856,0.991
IT,Italy,2020-03-10,-2.206,-31.902,15.691,-43.035,-50.763,-31.261,10149,631,168.480229312399,10.4750246030273,2075856,0.991
IT,Italy,2020-03-11,-14.399,-31.784,18.658,-51.982,-56.71,-37.155,12462,827,206.877585741563,13.7287564923987,2075856,0.991
IT,Italy,2020-03-12,-23.274,-60.575,24.298,-70.284,-67.154,-46.77,12462,827,206.877585741563,13.7287564923987,2075856,0.991
IT,Italy,2020-03-13,-27.691,-63.773,27.548,-74.76,-70.868,-52.857,17660,1266,293.167883501524,21.0164518976744,2075856,0.991
IT,Italy,2020-03-14,-42.62,-78.302,24.989,-83.365,-76.136,-57.691,21157,1441,351.220436650156,23.9215696560417,2075856,0.991
IT,Italy,2020-03-15,-59.72,-81.116,22.092,-90.151,-80.134,-55.273,24747,1809,410.816852378948,30.0306172850655,2075856,0.991
IT,Italy,2020-03-16,-36.513,-67.388,27.16,-75.022,-74.403,-57.679,27980,2158,464.486827880671,35.8242521288952,2075856,0.991
IT,Italy,2020-03-17,-40.88,-68.041,28.556,-77.08,-75.555,-60.628,31506,2503,523.020800543546,41.551484281105,2075856,0.991
IT,Italy,2020-03-18,-43.43,-70.684,29.575,-78.752,-76.815,-61.318,35713,2978,592.859831454696,49.4368039109592,2075856,0.991
IT,Italy,2020-03-19,-43.624,-73.963,30.711,-79.025,-77.985,-62.668,41035,3405,681.208612654872,56.5252912413754,2075856,0.991
IT,Italy,2020-03-20,-40.066,-77.295,32.105,-79.855,-78.304,-63.245,47021,4032,780.580240663939,66.9339131527829,2075856,0.991
IT,Italy,2020-03-21,-51.501,-85.159,26.486,-85.903,-80.385,-62.611,53578,4825,889.430852901736,80.098246766413,2075856,0.991
IT,Italy,2020-03-22,-84.64,-91.456,24.228,-94.79,-86.887,-63.423,59138,5476,981.730594253292,90.9052848275394,2075856,0.991
IT,Italy,2020-03-23,-45.417,-80.842,31.618,-80.113,-80.985,-68.042,63927,6077,1061.23121679513,100.882289243418,2075856,0.991
IT,Italy,2020-03-24,-47.981,-80.165,32.476,-81.387,-80.609,-69.18,69176,6820,1148.36814887324,113.2165892118,2075856,0.991
IT,Italy,2020-03-25,-51.366,-82.369,33.621,-83.298,-81.94,-70.19,74386,7503,1234.85765470806,124.554848805885,2075856,0.991
IT,Italy,2020-03-26,-51.892,-84.025,35.26,-84.183,-83.168,-72.316,80589,8215,1337.8316287375,136.374527914214,2075856,0.991
IT,Italy,2020-03-27,-45.747,-82.339,35.987,-82.767,-82.154,-71.253,86498,9134,1435.92500493289,151.630546313869,2075856,0.991
IT,Italy,2020-03-28,-53.691,-85.686,27.356,-86.526,-81.548,-64.905,92472,10023,1535.0974248671,166.388544526375,2075856,0.991
IT,Italy,2020-03-29,-84.798,-90.208,23.88,-94.496,-86.571,-63.285,97689,10779,1621.70313541225,178.938653242521,2075856,0.991
IT,Italy,2020-03-30,-46.812,-79.299,31.922,-81.262,-80.686,-69.318,101739,11591,1688.93586067733,192.418399641346,2075856,0.991
IT,Italy,2020-03-31,-42.414,-77.696,32.625,-90.423,-79.234,-70.198,105792,12428,1756.21838796111,206.313162862794,2075856,0.991
IT,Italy,2020-04-01,-41.175,-77.12,32.922,-90.406,-78.593,-69.586,110574,13155,1835.60280579261,218.381852064697,2075856,0.991
IT,Italy,2020-04-02,-40.234,-77.29,33.659,-90.034,-78.794,-69.678,115242,13915,1913.09474691295,230.998363472464,2075856,0.991
IT,Italy,2020-04-03,-37.502,-78.429,34.659,-84.958,-79.454,-69.014,119827,14681,1989.20883218217,243.71447891766,2075856,0.991
IT,Italy,2020-04-04,-47.714,-84.445,26.87,-88.519,-79.949,-63.113,124632,15362,2068.97506549048,255.019537165935,2075856,0.991
IT,Italy,2020-04-05,-82.108,-89.874,24.031,-95.158,-85.878,-62.256,128948,15887,2140.62356974827,263.734890441037,2075856,0.991
JP,Japan,2020-02-23,3.236,16.085,-0.202,0.549,1.746,-0.003,147,1,1.16712981341802,0.00793965859468,4971767,0.957
JP,Japan,2020-02-24,3.928,53.543,14.365,17.69,-26.635,-54.747,159,1,1.26240571655419,0.00793965859468,4971767,0.957
JP,Japan,2020-02-25,6.611,-0.318,0.862,0.109,-1.858,0.756,170,1,1.34974196109567,0.00793965859468,4971767,0.957
JP,Japan,2020-02-26,3.336,-4.989,0.967,-3.701,-5.11,0.502,189,2,1.5005954743946,0.015879317189361,4971767,0.957
JP,Japan,2020-02-27,6.346,-3.77,1.45,-2.838,-6.716,0.317,214,4,1.69908693926161,0.031758634378722,4971767,0.957
JP,Japan,2020-02-28,13.866,-4.224,2.182,-2.144,-10.148,0.693,228,4,1.81024215958714,0.031758634378722,4971767,0.957
JP,Japan,2020-02-29,9.376,-22.303,4.158,-9.777,-20.687,3.189,241,5,1.91345772131798,0.039698292973402,4971767,0.957
JP,Japan,2020-03-01,8.768,-1.15,3.636,-10.312,-23.196,1.474,256,6,2.03255260023819,0.047637951568083,4971767,0.957
JP,Japan,2020-03-02,2.524,-15.437,3.679,-9.91,-15.414,-1.631,274,6,2.17546645494244,0.047637951568083,4971767,0.957
JP,Japan,2020-03-03,8.856,11.454,3.526,-1.762,-15.122,-2.487,293,6,2.32631996824137,0.047637951568083,4971767,0.957
JP,Japan,2020-03-04,-1.842,-20.642,4.83,-12.207,-19.22,-4.183,331,6,2.62802699483922,0.047637951568083,4971767,0.957
JP,Japan,2020-03-05,2.701,-8.239,4.336,-8.561,-17.712,-3.649,360,6,2.85827709408495,0.047637951568083,4971767,0.957
JP,Japan,2020-03-06,1.667,4.838,4.872,-9.369,-18.117,-3.711,420,6,3.33465660976578,0.047637951568083,4971767,0.957
JP,Japan,2020-03-07,2.085,-8.2,5.256,-12.051,-23.584,-3.526,461,6,3.66018261214768,0.047637951568083,4971767,0.957
JP,Japan,2020-03-08,-4.19,-35.228,5.763,-16.707,-31.487,-5.364,502,6,3.98570861452957,0.047637951568083,4971767,0.957
JP,Japan,2020-03-09,1.841,11.235,3.75,-6.909,-15.16,-2.988,511,10,4.0571655418817,0.079396585946804,4971767,0.957
JP,Japan,2020-03-10,-2.564,-28.285,5.811,-9.326,-18.468,-5.381,581,10,4.61294164350933,0.079396585946804,4971767,0.957
JP,Japan,2020-03-11,4.118,12.753,3.472,-3.304,-15.812,-4.245,639,15,5.07344184200079,0.119094878920206,4971767,0.957
JP,Japan,2020-03-12,5.423,16.148,3.496,-2.617,-15.433,-4.15,639,16,5.07344184200079,0.127034537514887,4971767,0.957
JP,Japan,2020-03-13,2.891,10.026,4.531,-4.89,-16.786,-4.477,701,19,5.56570067487098,0.150853513298928,4971767,0.957
JP,Japan,2020-03-14,-4.299,-38.849,6.662,-13.815,-27.464,-7.402,773,22,6.13735609368797,0.174672489082969,4971767,0.957
JP,Japan,2020-03-15,5.122,9.162,3.494,-7.212,-21.312,-2.625,839,22,6.66137356093688,0.174672489082969,4971767,0.957
JP,Japan,2020-03-16,-0.013,-6.595,3.905,-6.935,-15.258,-2.965,839,27,6.66137356093688,0.214370782056372,4971767,0.957
JP,Japan,2020-03-17,4.019,13.988,3.621,-1.026,-14.728,-3.794,878,29,6.97102024612942,0.230250099245732,4971767,0.957
JP,Japan,2020-03-18,3.306,20.43,2.769,-2.692,-13.507,-3.509,889,29,7.0583564906709,0.230250099245732,4971767,0.957
JP,Japan,2020-03-19,6.081,16.717,1.859,4.409,-10.261,-4.229,924,29,7.33624454148472,0.230250099245732,4971767,0.957
JP,Japan,2020-03-20,6.306,39.906,16.919,7.213,-33.735,-53.859,963,33,7.64589122667725,0.262008733624454,4971767,0.957
JP,Japan,2020-03-21,4.931,33.929,3.361,-5.927,-14.602,-7.288,1007,35,7.99523620484319,0.277888050813815,4971767,0.957
JP,Japan,2020-03-22,1.204,17.806,2.803,-8.93,-17.707,-3.116,1101,41,8.74156411274315,0.325526002381898,4971767,0.957
JP,Japan,2020-03-23,0.295,10.686,3.198,-4.174,-12.986,-3.337,1128,42,8.95593489479952,0.333465660976578,4971767,0.957
JP,Japan,2020-03-24,3.184,14.369,3.705,0.339,-13.323,-4.293,1193,43,9.47201270345375,0.341405319571258,4971767,0.957
JP,Japan,2020-03-25,8.049,30.783,2.443,1.706,-11.15,-4.365,1307,45,10.3771337832473,0.357284636760619,4971767,0.957
JP,Japan,2020-03-26,12.581,25.922,3.034,0.123,-12.861,-5.174,1387,47,11.0123064708218,0.37316395394998,4971767,0.957
JP,Japan,2020-03-27,3.004,-9.461,6.123,-9.503,-19.4,-7.303,1468,49,11.6554188169909,0.389043271139341,4971767,0.957
JP,Japan,2020-03-28,1.004,-23.071,7.207,-18.094,-32.555,-7.844,1693,52,13.441842000794,0.412862246923382,4971767,0.957
JP,Japan,2020-03-29,-7.289,-24.672,7.139,-25.87,-40.606,-8.538,1866,54,14.8154029376737,0.428741564112743,4971767,0.957
JP,Japan,2020-03-30,3.956,-2.232,5.33,-7.302,-19.604,-7.597,1866,54,14.8154029376737,0.428741564112743,4971767,0.957
JP,Japan,2020-03-31,6.526,8.971,5.43,-4.326,-19.502,-7.17,1953,56,15.5061532354109,0.444620881302104,4971767,0.957
JP,Japan,2020-04-01,-4.662,-29.165,6.826,-19.636,-24.821,-9.901,2178,57,17.292576419214,0.452560539896784,4971767,0.957
JP,Japan,2020-04-02,6.479,13.435,6.237,-12.009,-23.254,-10.46,2495,62,19.8094481937277,0.492258832870187,4971767,0.957
JP,Japan,2020-04-03,5.565,25.704,7.143,-14.486,-24.521,-10.564,2617,63,20.7780865422787,0.500198491464867,4971767,0.957
JP,Japan,2020-04-04,6.485,26.387,8.004,-20.552,-35.328,-12.195,3139,77,24.9225883287019,0.611353711790393,4971767,0.957
JP,Japan,2020-04-05,2.222,3.465,7.806,-25.386,-42.859,-13.279,3139,77,24.9225883287019,0.611353711790393,4971767,0.957
KR,South Korea,2020-02-23,-18.094,-11.841,8.347,-31.262,-25.255,-9.48,602,6,11.6259804665375,0.115873559467151,1720489,0.759
KR,South Korea,2020-02-24,6.224,6.404,7.666,-20.961,-15.275,-5.846,833,8,16.0871125060228,0.154498079289534,1720489,0.759
KR,South Korea,2020-02-25,-12.621,-38.108,9.9,-32.566,-25.853,-10.475,977,10,18.8680779332344,0.193122599111918,1720489,0.759
KR,South Korea,2020-02-26,-7.293,5.159,9.302,-29.182,-22.208,-10.815,1261,12,24.3527597480129,0.231747118934302,1720489,0.759
KR,South Korea,2020-02-27,-10.415,0.576,9.441,-30.092,-24.139,-10.288,1766,13,34.1054510031647,0.251059378845493,1720489,0.759
KR,South Korea,2020-02-28,-16.559,-37.909,13.121,-36.609,-29.772,-11.823,2337,13,45.1327514124552,0.251059378845493,1720489,0.759
KR,South Korea,2020-02-29,-9.729,-12.536,12.461,-37.591,-31.667,-9.717,3150,16,60.8336187202542,0.308996158579069,1720489,0.759
KR,South Korea,2020-03-01,-7.982,-17.3,11.332,-40.59,-36.214,-15.975,3736,17,72.1506030282126,0.328308418490261,1720489,0.759
KR,South Korea,2020-03-02,-0.784,9.916,9.175,-23.023,-19.553,-8.395,4335,28,83.7186467150164,0.54074327751337,1720489,0.759
KR,South Korea,2020-03-03,-6.993,2.434,7.784,-24.004,-20.774,-8.764,5186,28,100.153379899441,0.54074327751337,1720489,0.759
KR,South Korea,2020-03-04,-10.375,-7.171,10.027,-29.612,-25.382,-10.505,5621,35,108.554212960809,0.675929096891713,1720489,0.759
KR,South Korea,2020-03-05,-11.39,-1.703,9.369,-28.241,-24.845,-8.928,6088,35,117.573038339336,0.675929096891713,1720489,0.759
KR,South Korea,2020-03-06,-8.048,0.573,10.146,-26.753,-22.269,-8.613,6593,42,127.325729594488,0.811114916270056,1720489,0.759
KR,South Korea,2020-03-07,-7.333,-16.067,11.332,-32.378,-29.466,-7.932,7041,44,135.977622034701,0.849739436092439,1720489,0.759
KR,South Korea,2020-03-08,-13.593,34.202,8.545,-26.817,-23.696,-13.832,7314,50,141.249868990457,0.96561299555959,1720489,0.759
KR,South Korea,2020-03-09,1.126,16.055,8.086,-18.515,-16.574,-6.071,7478,53,144.417079615892,1.02354977529317,1720489,0.759
KR,South Korea,2020-03-10,-11.326,-32.214,9.22,-26.8,-24.512,-8.701,7513,54,145.093008712784,1.04286203520436,1720489,0.759
KR,South Korea,2020-03-11,-2.999,23.49,7.914,-21.909,-18.023,-8.203,7755,60,149.766575611292,1.15873559467151,1720489,0.759
KR,South Korea,2020-03-12,-4.755,18.526,7.735,-23,-19.655,-6.983,7869,66,151.968173241168,1.27460915413866,1720489,0.759
KR,South Korea,2020-03-13,-4.614,1.989,9.314,-23.697,-19.885,-7.141,7979,66,154.092521831399,1.27460915413866,1720489,0.759
KR,South Korea,2020-03-14,0.963,3.942,8.825,-24.536,-22.048,-5.313,8086,72,156.158933641897,1.39048271360581,1720489,0.759
KR,South Korea,2020-03-15,0.586,-3.088,8.772,-28.326,-28.616,-12.309,8162,75,157.626665395147,1.44841949333939,1720489,0.759
KR,South Korea,2020-03-16,1.06,22.677,7.681,-16.653,-16.089,-5.545,8236,75,159.055772628576,1.44841949333939,1720489,0.759
KR,South Korea,2020-03-17,-4.695,11.851,6.392,-18.74,-17.001,-5.933,8320,81,160.678002461116,1.56429305280654,1720489,0.759
KR,South Korea,2020-03-18,-0.928,47.386,7.044,-19.177,-15.743,-7.036,8413,84,162.474042632857,1.62222983254011,1720489,0.759
KR,South Korea,2020-03-19,-13.401,-17.625,9.122,-28.296,-25.028,-6.907,8565,91,165.409506139358,1.75741565191845,1720489,0.759
KR,South Korea,2020-03-20,-1.728,17.387,8.02,-20.162,-16.789,-5.587,8652,94,167.089672751631,1.81535243165203,1720489,0.759
KR,South Korea,2020-03-21,3.979,30.87,7.427,-21.261,-18.331,-5.016,8799,102,169.928574958577,1.96985051094156,1720489,0.759
